become,2645,50.57,v.变成 
little,2645,50.62,adj.小的，一点，少的 
same,2638,50.67,adj.同样的 
brexit,2624,50.72,没有该单词的解释 
second,2621,50.77,num.第二 n.第二，秒 
used,2620,50.83,没有该单词的解释 
ms,2600,50.88,没有该单词的解释 
oil,2591,50.93,n.油，石油 
old,2587,50.98,adj.老的，...岁的 
did,2584,51.03,没有该单词的解释 
week,2582,51.08,n.星期，周，工作周 
deal,2579,51.13,v.处理，交易 n.买卖 
help,2549,51.18,v.,n.帮助，有助于 
tax,2547,51.23,n.税 v.征税 
free,2542,51.28,adj.自由的，空闲的 
growth,2538,51.33,n.增长，发展，生长 
technology,2536,51.38,n.技术，工艺 
capital,2536,51.43,n.首都，资本 
use,2534,51.48,v.使用 n.用途，利用 
university,2528,51.52,n.大学 
among,2517,51.57,prep.在...之中 
hard,2515,51.62,adj.硬的 adv.努力 
data,2510,51.67,n.(复数)资料，数据 
global,2499,51.72,adj.全世界的，总的 
policy,2499,51.77,n.政策，方针，保险单 
governments,2498,51.82,没有该单词的解释 
say,2492,51.87,v.说 n.发言(权) 
city,2469,51.91,n.城市 
end,2468,51.96,n.结尾 v.终止，结束 
already,2437,52.01,没有该单词的解释 
change,2436,52.06,n.变化，零钱 v.改变 
including,2413,52.10,没有该单词的解释 
former,2409,52.15,adj.以前的，前者 
local,2406,52.20,adj.地方的，当地的 
law,2404,52.25,n.法律，定律 
recent,2403,52.29,adj.近来的，新近的 
home,2372,52.34,n.家，故乡 adv.回家 
need,2371,52.38,n.需要，贫困 v.需要 
without,2370,52.43,prep.没有，在...外部 
british,2358,52.48,adj.英国的，英属的 
half,2344,52.52,n.一半 adv.一半 
called,2340,52.57,没有该单词的解释 
go,2330,52.61,v.去，进行，打算 
left,2324,52.66,adj.左的 adv.向左 
group,2321,52.70,n.群，组，团体 
pay,2309,52.75,v.支付 n.工资 
once,2289,52.79,adv.一度，一次 
prices,2287,52.84,没有该单词的解释 
biggest,2272,52.88,没有该单词的解释 
chinas,2254,52.93,没有该单词的解释 
rather,2252,52.97,adv.相当，颇，宁愿 
think,2246,53.01,v.想，相信，认为 
rates,2245,53.06,没有该单词的解释 
central,2238,53.10,adj.中心的，中央的 
day,2225,53.14,n.一天，白天 
i,2224,53.19,.我 
politics,2219,53.23,n.政治学，政治活动 
found,2202,53.27,v.创办，使有根据 
east,2197,53.32,adj.东方的 n.东方 
likely,2194,53.36,adj.可信的adv.很可能 
number,2190,53.40,n.数字，若干，号码 
markets,2188,53.45,没有该单词的解释 
small,2187,53.49,adj.小的，不重要的 
company,2186,53.53,n.公司，同伴 
ago,2162,53.57,adv....以前 
least,2148,53.61,adj.最少的 
almost,2145,53.66,adv.几乎，差不多 
social,2136,53.70,adj.社会的，社会性的 
must,2136,53.74,v.必须，准是 n.必须 
according,2132,53.78,adj.按照，据...说 
set,2121,53.82,v.放，指定 n.全套 
each,2115,53.86,adj.,adv.名，每个 
others,2107,53.91,没有该单词的解释 
come,2105,53.95,v.来到，出现，发生 
vote,2099,53.99,n.投票(权)，得票数 
interest,2095,54.03,n.兴趣，利息，利益 
international,2091,54.07,adj.国际的 
while,2072,54.11,n.一会儿 conj.当..时 
workers,2067,54.15,没有该单词的解释 
low,2063,54.19,adj.低的，低廉的 
north,2048,54.23,n.北，北方 adj.北的 
run,2037,54.27,v.跑，竞选，行驶 
prime,2034,54.31,adj.首要的，第一的 
jobs,2028,54.35,没有该单词的解释 
put,2020,54.39,v.放置，估价，表达 
investment,1997,54.43,n.投资(额) 
industry,1988,54.47,n.工业，产业，勤奋 
cost,1986,54.50,n.成本，费用 v.花费 
making,1986,54.54,没有该单词的解释 
voters,1979,54.58,没有该单词的解释 
support,1973,54.62,v.支持，资助，支援 
labour,1966,54.66,没有该单词的解释 
life,1945,54.70,n.生活，生命，一生 
rate,1942,54.73,n.比率，速度，费率 
v,1932,54.77,没有该单词的解释 
however,1925,54.81,adv.可是，然而 
price,1921,54.85,n.价格，代价 v.定价 
security,1918,54.88,n.安全，有价证券 
whether,1903,54.92,conj.是否，还是... 
five,1899,54.96,num.五 
want,1890,55.00,v.想要，通辑 n.缺乏 
four,1879,55.03,num.四 
investors,1876,55.07,没有该单词的解释 
things,1875,55.10,没有该单词的解释 
every,1868,55.14,adj.每个，所有的 
why,1867,55.18,adv.为什么 
across,1864,55.21,prep.横越 adv.横穿 
africa,1862,55.25,n.非洲 
during,1853,55.29,prep.在...期间 
example,1843,55.32,n.例子，榜样 
best,1838,55.36,adj.最好的 
rules,1836,55.39,没有该单词的解释 
campaign,1830,55.43,n.战役，运动 
court,1819,55.47,n.法庭，宫廷，球场 
share,1810,55.50,n.份，股份 v.分配 
house,1806,55.54,n.房子，剧场，家 
young,1804,55.57,adj.年轻的 n.青年人 
times,1800,55.61,没有该单词的解释 
police,1796,55.64,n.警察(局) 
leaders,1793,55.68,没有该单词的解释 
mrs,1793,55.71,没有该单词的解释 
keep,1790,55.75,v.保持，保留，防止 
future,1780,55.78,n.将来，前途 
private,1775,55.82,adj.私人的，秘密的 
health,1773,55.85,n.健康(状况) 
months,1772,55.88,没有该单词的解释 
third,1771,55.92,num.第三，三分之一 
worlds,1771,55.95,没有该单词的解释 
services,1767,55.99,没有该单词的解释 
enough,1761,56.02,adj.,adv.足够(的) 
crisis,1749,56.06,n.危险，危险期 
women,1734,56.09,没有该单词的解释 
countrys,1730,56.12,没有该单词的解释 
trumps,1729,56.16,没有该单词的解释 
place,1728,56.19,n.地方，位置 v.放置 
children,1705,56.22,没有该单词的解释 
problem,1704,56.26,n.课题，难题，问题 
known,1704,56.29,没有该单词的解释 
different,1703,56.32,adj.不同的，各种 
month,1698,56.36,n.月份 
britains,1697,56.39,没有该单词的解释 
find,1695,56.42,v.寻找，找到，发现 
bn,1685,56.46,没有该单词的解释 
case,1681,56.49,n.事实，案例，箱子 
term,1680,56.52,n.期限，学期，术语 
russia,1675,56.55,n.俄罗斯，俄语 
control,1675,56.59,v.,n.控制，管理 
adj,1674,56.62,没有该单词的解释 
ever,1672,56.65,adv.曾经，总是，究竟 
days,1671,56.68,没有该单词的解释 
large,1667,56.72,adj.大的，巨大的 
away,1653,56.75,adv.去，远离，在远处 
based,1651,56.78,没有该单词的解释 
early,1649,56.81,adj.早的，初期的 
london,1644,56.85,没有该单词的解释 
office,1640,56.88,n.办公室，事务所 
middle,1634,56.91,n.当中 adj.中部的 
quantum,1632,56.94,没有该单词的解释 
seems,1627,56.97,没有该单词的解释 
never,1626,57.01,adv.从不，永不，未曾 
point,1622,57.04,n.尖，点，分 v.指 
donald,1618,57.07,没有该单词的解释 
makes,1613,57.10,没有该单词的解释 
research,1610,57.13,v.,n.调查，研究 
union,1601,57.16,n.联合，联盟，联合会 
very,1588,57.19,adv.很，非常 
rich,1583,57.22,adj.富的，富饶的 
poor,1582,57.25,adj.穷的，差的 
centre,1575,57.29,没有该单词的解释 
united,1572,57.32,states   n.美国，合众国 
growing,1568,57.35,没有该单词的解释 
until,1560,57.38,prep.,conj.到...为止 
working,1559,57.41,没有该单词的解释 
ones,1551,57.44,没有该单词的解释 
gdp,1550,57.47,没有该单词的解释 
higher,1549,57.50,没有该单词的解释 
within,1546,57.53,prep.,adv.在...内 
again,1545,57.56,adv.再，又 
means,1541,57.59,n.手段，财力 
spending,1538,57.62,没有该单词的解释 
rise,1536,57.65,v.起立，晋级，增长 
perhaps,1534,57.68,adv.也许，多半 
members,1533,57.71,没有该单词的解释 
several,1531,57.74,adj.几个 
leader,1529,57.77,n.领导，领袖 
itself,1529,57.80,pron.它自己 
appeared,1512,57.83,没有该单词的解释 
anti,1503,57.86,没有该单词的解释 
west,1501,57.89,n.西方 adj.向西的 
recently,1494,57.92,adv.近来，最近 
energy,1484,57.94,n.精力，活力，能量 
given,1483,57.97,没有该单词的解释 
general,1482,58.00,adj.一般的，总的 
cut,1461,58.03,v.割，切，削减，切断 
took,1458,58.06,没有该单词的解释 
instead,1448,58.09,adv.代替，而是 
school,1438,58.11,n.学校，上学，学系 
our,1433,58.14,pron.我们的 
led,1432,58.17,没有该单词的解释 
demand,1428,58.20,v.,n.要求，需求 
later,1427,58.23,adv.更晚，以后，过后 
came,1426,58.25,没有该单词的解释 
great,1424,58.28,adj.大的，伟大的 
risk,1424,58.31,n.,v.冒险，风险 
real,1423,58.34,adj.真的，纯粹的 
nearly,1422,58.37,adv.几乎，差不多 
although,1420,58.39,conj.虽然 
themselves,1417,58.42,pron.他们、它们自己 
finance,1415,58.45,n.金融 v.资助 
start,1407,58.48,v.开始，着手，发动 
average,1401,58.50,adj.平均的 n.平均数 
whose,1401,58.53,pron.谁的 
turn,1393,58.56,v.转向，旋转 n.轮流 
idea,1389,58.58,n.思想，主意，打算 
human,1388,58.61,adj.人的，人类的 
job,1386,58.64,n.工作，活儿，差使 
men,1385,58.67,没有该单词的解释 
economics,1385,58.69,n.经济学 
white,1385,58.72,adj.白的 n.白色,蛋清 
look,1383,58.75,v.看，看上去 n.外表 
officials,1382,58.77,没有该单词的解释 
head,1377,58.80,n.头，领导 v.率领 
open,1370,58.83,adj.开的 v.打开 
report,1364,58.85,v.报告，报导，报道 
using,1363,58.88,没有该单词的解释 
budget,1362,58.91,n.预算 
wants,1362,58.93,没有该单词的解释 
history,1358,58.96,n.历史 
chief,1354,58.99,adj.首席的，首要的 
march,1352,59.01,n.,v.行进，行军 
costs,1349,59.04,没有该单词的解释 
media,1349,59.07,没有该单词的解释 
care,1345,59.09,n.注意，小心 v.关心 
man,1343,59.12,n.人，男人，人类 
plans,1342,59.14,没有该单词的解释 
politicians,1339,59.17,没有该单词的解释 
economist,1339,59.20,没有该单词的解释 
rights,1338,59.22,没有该单词的解释 
online,1338,59.25,没有该单词的解释 
leave,1336,59.27,v.出发，离开 n.休假 
western,1334,59.30,adj.西的，西方的 
exchange,1334,59.33,v.交换，兑换 n.交易 
education,1332,59.35,n.教育，训练 
single,1331,59.38,adj.单个的，单身的 
cities,1330,59.40,没有该单词的解释 
give,1329,59.43,没有该单词的解释 
having,1329,59.46,没有该单词的解释 
further,1329,59.48,adv.更远，进一步 
short,1320,59.51,adj.短的，矮的 
french,1319,59.53,adj.法国的 n.法语 
forces,1315,59.56,没有该单词的解释 
republican,1314,59.58,n.,adj.共和(派)的 
groups,1305,59.61,没有该单词的解释 
longer,1305,59.64,没有该单词的解释 
show,1305,59.66,v.显示，表明 n.演出 
going,1304,59.69,没有该单词的解释 
family,1298,59.71,n.家庭，家属 
today,1296,59.74,adv.今天,现在 n.今日 
germany,1294,59.76,n.德国 
india,1286,59.79,n.印度 
building,1282,59.81,n.建筑物，大楼 
important,1282,59.84,adj.重要的，重大的 
water,1279,59.86,n.水 v.浇水，垂涎 
lower,1271,59.89,v.降低，减弱 
cannot,1271,59.91,没有该单词的解释 
plan,1268,59.94,n.计划,平面图 v.打算 
order,1267,59.96,n.命令，订货，次序 
value,1265,59.99,n.价值 v.评价，估价 
outside,1264,60.01,n.外部 adv.在外面 
bad,1257,60.03,adj.坏的，低劣的 
nuclear,1253,60.06,adj.核的，原子核的 
century,1253,60.08,n.世纪 
decades,1249,60.11,没有该单词的解释 
something,1249,60.13,pron.某事，某物 
seen,1244,60.16,没有该单词的解释 
ten,1238,60.18,num.十 
federal,1234,60.20,adj.联邦的 
despite,1234,60.23,prep.不管，任凭 
france,1233,60.25,n.法国 
face,1230,60.28,n.脸，正面 v.面对 
opposition,1226,60.30,n.敌对，反抗 
russian,1224,60.32,n.,adj.俄国(人)的 
income,1224,60.35,n.收入，所得 
non,1223,60.37,没有该单词的解释 
six,1221,60.40,num.六 
democratic,1221,60.42,adj.民主的 
debt,1219,60.44,n.债，债务 
problems,1218,60.47,没有该单词的解释 
your,1216,60.49,pron.你的，你们的 
service,1216,60.51,n.服务，公共设施 
hours,1210,60.54,没有该单词的解释 
chart,1209,60.56,n.图表 v.制定计划 
result,1203,60.59,n.结果，效果，后果 
done,1202,60.61,没有该单词的解释 
air,1201,60.63,n.空气，气派 
buy,1197,60.66,v.买，购买 
close,1196,60.68,down   n.倒闭 
presidential,1194,60.70,adj.总统的 
similar,1192,60.73,adj.类似的，相象的 
needs,1190,60.75,没有该单词的解释 
americans,1189,60.77,没有该单词的解释 
top,1187,60.80,n.顶，盖子 v.高于 
force,1184,60.82,n.力，力量 v.强迫 
book,1180,60.84,n.书 v.预订(票) 
population,1176,60.86,n.人口 
january,1170,60.89,n.一月 
able,1170,60.91,adj.有能力的，能干的 
cash,1169,60.93,n.现金 v.兑现 
clear,1169,60.96,adj.清楚的，明确的 
behind,1169,60.98,prep.在...后面 
land,1168,61.00,n.陆地，土地 v.着陆 
reason,1159,61.02,n.原因，理由 v.推论 
clinton,1158,61.05,没有该单词的解释 
black,1158,61.07,adj.黑的 n.黑色 
co,1156,61.09,没有该单词的解释 
move,1156,61.11,v.移动，推动，搬家 
trying,1155,61.14,没有该单词的解释 
towards,1155,61.16,没有该单词的解释 
decade,1151,61.18,n.十年 
probably,1151,61.20,adv.或许，大概 
headline,1149,61.23,n.通栏标题 
parties,1149,61.25,没有该单词的解释 
lost,1149,61.27,adj.失去的 
asia,1149,61.29,n.亚洲 
military,1148,61.32,adj.军事的，好斗的 
seem,1145,61.34,v.好象，似乎 
taking,1145,61.36,没有该单词的解释 
legal,1144,61.38,adj.合法的，法律的 
taken,1141,61.40,没有该单词的解释 
held,1140,61.43,没有该单词的解释 
full,1139,61.45,adj.满的，完全的 
schools,1138,61.47,没有该单词的解释 
current,1136,61.49,adj.现令的 n.流 
remain,1134,61.52,n.依旧的，剩余，逗留 
st,1134,61.54,没有该单词的解释 
german,1133,61.56,adj.德国的 n.德语 
age,1125,61.58,n.年龄，时代 
elections,1120,61.60,没有该单词的解释 
york,1120,61.63,没有该单词的解释 
post,1113,61.65,n.柱，职位 v.邮寄 
return,1111,61.67,v.回归，归还 n.归来 
expected,1110,61.69,没有该单词的解释 
reform,1109,61.71,v.,n.改革，改造 
offer,1107,61.73,v.,n.提供，报盘 
border,1102,61.76,n.国界，边境 
corruption,1101,61.78,n.腐败，腐化 
getting,1100,61.80,没有该单词的解释 
internet,1097,61.82,没有该单词的解释 
soon,1096,61.84,adv.不久，很快，早 
ways,1093,61.86,没有该单词的解释 
fact,1093,61.88,n.事实，真相 
self,1091,61.90,n.自己，自身，品质 
began,1091,61.93,没有该单词的解释 
points,1091,61.95,没有该单词的解释 
effect,1088,61.97,n.后果，效力 v.导致 
dr,1087,61.99,没有该单词的解释 
together,1085,62.01,adv.共同，一起，同时 
popular,1085,62.03,adj.受欢迎的 
food,1083,62.05,n.食物，食粮 
obama,1083,62.07,没有该单词的解释 
hope,1082,62.10,v.,n.希望，愿望 
news,1082,62.12,n.新闻，消息 
know,1082,62.14,n.知道，认识，懂 
referendum,1079,62.16,没有该单词的解释 
won,1075,62.18,没有该单词的解释 
possible,1074,62.20,adj.可能的 
late,1073,62.22,adj.迟到的，晚的 
especially,1068,62.24,adv.特别地，专门地 
largest,1066,62.26,没有该单词的解释 
parliament,1064,62.28,n.议会，国会 
fall,1059,62.30,v.落下，跌倒 n.瀑布 
always,1057,62.33,adv.总是，始终 
official,1056,62.35,n.官员 adj.官方的 
fund,1049,62.37,n.基金，资金，蕴藏 
went,1048,62.39,没有该单词的解释 
japan,1046,62.41,n.日本 
development,1043,62.43,n.进展，发展 
needed,1041,62.45,没有该单词的解释 
line,1041,62.47,n.行，线条，界线 
car,1039,62.49,n.小汽车 
businesses,1037,62.51,没有该单词的解释 
science,1036,62.53,n.科学，学科 
process,1032,62.55,n.程序，过程 v.处理 
refugees,1032,62.57,没有该单词的解释 
paid,1031,62.59,没有该单词的解释 
turkey,1029,62.61,n.火鸡adj.,n.土耳其 
apr,1029,62.63,没有该单词的解释 
became,1028,62.65,没有该单词的解释 
question,1024,62.67,n.问题，疑问 v.询问 
hold,1023,62.69,v.握住，容纳 n.控制 
sales,1021,62.71,n.销售 adj.出售的 
win,1021,62.73,v.赢得，成功 
congress,1020,62.75,n.(代表)大会，国会 
study,1019,62.77,v.,n.学习，研究 
mar,1018,62.79,没有该单词的解释 
rule,1018,62.81,n.法规，常规，统治 
thought,1016,62.83,n.想法，思想，关怀 
worth,1014,62.85,n.价值 adj.值...的 
doing,1014,62.87,没有该单词的解释 
common,1013,62.89,adj.共同的，普通的 
information,1013,62.91,n.通知，情报，资料 
suggests,1013,62.93,没有该单词的解释 
places,1012,62.95,没有该单词的解释 
rd,1012,62.97,没有该单词的解释 
immigration,1008,62.99,n.移居入境 
army,1008,63.01,n.军队，陆军 
defence,1007,63.03,n.保卫，防御 
june,1003,63.04,n.六月 
himself,1002,63.06,pron.他自己 
african,1002,63.08,adj.非洲的 n.非洲人 
democracy,1002,63.10,n.民主，民主政体 
death,1001,63.12,n.死，死亡 
stop,1000,63.14,v.停止，终止 n.停止 
along,997,63.16,prep.沿着 adv.一起 
live,996,63.18,v.居住,生存 adj.活的 
systems,995,63.20,没有该单词的解释 
dont,994,63.22,没有该单词的解释 
form,990,63.24,n.形状，类型，表格 
students,988,63.26,没有该单词的解释 
build,987,63.28,v.建造，建设 
helped,987,63.30,没有该单词的解释 
indeed,986,63.32,adv.的确，实际上 
april,981,63.34,n.四月 
areas,976,63.35,没有该单词的解释 
comes,975,63.37,没有该单词的解释 
customers,975,63.39,没有该单词的解释 
cars,972,63.41,没有该单词的解释 
february,972,63.43,n.二月 
remains,971,63.45,n.剩余，遗迹，遗体 
side,967,63.47,n.边，面，侧面，一方 
mostly,963,63.49,adv.主要地，大多 
funds,961,63.51,没有该单词的解释 
earlier,957,63.52,没有该单词的解释 
corporate,956,63.54,n.有限公司 
sea,956,63.56,n.海，海洋 
published,956,63.58,没有该单词的解释 
compared,956,63.60,没有该单词的解释 
class,954,63.62,n.阶级，种类，班级 
started,951,63.64,没有该单词的解释 
laws,947,63.65,没有该单词的解释 
region,946,63.67,n.地区，地域，地带 
parts,937,63.69,没有该单词的解释 
quarter,936,63.71,n.四分之一，一刻钟 
increase,936,63.73,v.,n.增加，增长 
december,934,63.75,n.十二月 
strong,933,63.76,adj.强壮的，强烈的 
lead,932,63.78,v.引导，领先，率领 
near,932,63.80,adv.近 adj.近的 
inflation,930,63.82,n.充气，通货膨胀 
built,929,63.84,没有该单词的解释 
hand,925,63.85,n.手，人手，指针 
per,922,63.87,prep.每，由，按照 
access,922,63.89,n.接近，入口 
latest,919,63.91,没有该单词的解释 
policies,919,63.93,没有该单词的解释 
role,918,63.94,n.角色，作用 
evidence,918,63.96,n.证据，迹象 
xi,918,63.98,没有该单词的解释 
bill,917,64.00,n.帐单，议案，钞票 
nothing,915,64.02,n.没有东西 adv.毫不 
justice,914,64.03,n.公正，正直 
lot,913,64.05,n.许多，地 adv.相当 
success,912,64.07,n.成功 
liberal,911,64.09,adj.思想开放的 
thus,908,64.10,adv.如此，这样，因而 
harder,908,64.12,没有该单词的解释 
hong,905,64.14,没有该单词的解释 
turned,903,64.16,没有该单词的解释 
profits,903,64.18,没有该单词的解释 
peace,903,64.19,n.和平，平静，和约 
sort,903,64.21,n.种类 v.分类，拣 
civil,903,64.23,adj.民用的，民事的 
korea,902,64.25,没有该单词的解释 
benefits,901,64.26,没有该单词的解释 
euro,899,64.28,没有该单词的解释 
sense,899,64.30,n.感官，感觉，见识 
failed,898,64.32,没有该单词的解释 
bring,897,64.33,v.拿来，带来 
results,896,64.35,没有该单词的解释 
approach,896,64.37,v.接近 n.途径 
products,895,64.39,没有该单词的解释 
credit,895,64.40,n.信誉，信用 v.相信 
level,894,64.42,n.水平，级 v.弄平 
migrants,894,64.44,没有该单词的解释 
pressure,893,64.46,n.压力，繁忙，紧迫 
jan,892,64.47,没有该单词的解释 
conservative,889,64.49,adj.保守的，稳健的 
syria,889,64.51,没有该单词的解释 
rising,888,64.52,没有该单词的解释 
property,888,64.54,n.财产，地产，特性 
particularly,886,64.56,adv.特别地 
november,886,64.58,n.十一月 
agreement,886,64.59,n.一致，协议 
either,884,64.61,adj.二者之一 adv.也 
model,882,64.63,n.模范，模型，模特儿 
bigger,877,64.65,没有该单词的解释 
assets,877,64.66,没有该单词的解释 
fear,877,64.68,n.,v.害怕，担忧 
provide,875,64.70,v.供给，提供，准备 
currency,875,64.71,n.通货，货币 
call,875,64.73,v.叫，称为，打电话 
claims,872,64.75,没有该单词的解释 
movement,872,64.76,n.活动，运动，动作 
easy,871,64.78,adj.容易的，轻松的 
mean,870,64.80,v.打算，意指 
drug,869,64.82,n.药物，麻醉剂 
shows,868,64.83,没有该单词的解释 
allow,868,64.85,v.允许，许可 
team,863,64.87,n.小队 v.协同工作 
majority,862,64.88,n.多数，过半数 
let,860,64.90,v.让，使 
running,860,64.92,adj.连续的 n.经营 
special,859,64.93,adj.特别的，专门的 
huge,858,64.95,adj.庞大的，巨大的 
act,858,64.97,n.行为，法令 v.表演 
looks,856,64.98,没有该单词的解释 
goods,856,65.00,n.货物，商品 
